"name","gender","ethnicity","age","income","marital.status","years.education","occupation","years.on.earth","birth.world","IQ","height"
"Jose Rodrigues","male","hispanic",60,65325,"divorced",15,"employed",5,"earth",89.8331857899034,1.62544336245929
"Rahul Gallegos","male","asian",31,61847,"divorced",22,"employed",28,"earth",111.190912028952,1.78206668821231
"Sydni Paz-Stokes","female","black",39,90903,"divorced",12,"employed",20,"earth",79.7583070680796,1.47854984240848
"Timothy Garcia","male","hispanic",58,86686,"married",16,"employed",6,"earth",91.6913563776852,1.63906994676969
"Raafida al-Ibrahim","female","arabic",51,66820,"widowed",12,"employed",14,"earth",88.1022181152938,1.52861330869176
"Tuyet Norton","female","asian",30,82389,"married",17,"employed",26,"earth",91.0562722313796,1.54633763338828
"Kaprecia Jennings","female","black",45,44637,"single",16,"employed",18,"earth",101.762393677951,1.61057436206771
"Antonio Martinez","male","indigenous",70,56997,"divorced",10,"employed",1,"earth",92.3464858338604,1.64387422944831
"Kedrick Walker","male","black",43,65625,"single",19,"employed",18,"earth",95.4318502513986,1.66650023517692
"Ahmed al-Salek","male","arabic",48,166114,"married",22,"employed",15,"earth",127.088234901395,1.89864705594356
"Wayne Iturbide","male","hispanic",57,78876,"single",18,"employed",7,"earth",93.0551283709812,1.6490709413872
"Mariah Herrera","female","indigenous",63,82596,"divorced",18,"employed",3,"earth",111.369055564898,1.66821433338939
"Donte Phillips","male","black",42,127513,"divorced",16,"employed",18,"earth",90.3407285260556,1.62916534252441
"Neil Varkhedi","male","asian",34,41465,"married",10,"employed",30,"earth",85.8593287194806,1.59630174394286
"Uwais al-Sultana","male","arabic",56,100640,"single",19,"employed",11,"earth",115.520789751593,1.81381912484501
"Denzel Johnson","male","black",46,68173,"married",13,"employed",16,"earth",91.2094730654024,1.63553613581295
"Sarah Poppleton","female","white",22,58598,"single",14,"employed",13,"earth",111.252537562718,1.66751522537631
"Chelsea Stimpson","female","white",26,69356,"married",18,"employed",18,"earth",103.031815189633,1.6181908911378
"Kevin Olivas","male","hispanic",57,62314,"married",12,"employed",8,"earth",88.4058254741293,1.61497605347695
"Benny Uyemura","male","asian",35,70297,"single",13,"employed",28,"earth",95.7976757325044,1.6691829553717
"Jeremy Swanbom","male","white",23,127560,"married",16,"employed",14,"earth",107.692842933415,1.75641418151171
"Shannon Aulakh","female","asian",36,75410,"married",12,"employed",27,"earth",84.750965408431,1.50850579245059
"Austin Willingham","male","other",26,84245,"married",14,"employed",18,"earth",95.3543730669686,1.66593206915777
"Jacob Mccann","male","white",37,44774,"married",11,"employed",25,"earth",87.3851739271615,1.60749127546585
"Trevor Walker","male","indigenous",67,39735,"married",20,"employed",2,"earth",112.067283314381,1.78849341097213
"Marvin Blitzer","male","asian",30,125320,"married",18,"employed",26,"earth",123.868514746105,1.87503577480477
"Lily Penson","female","black",45,49231,"married",11,"employed",17,"earth",91.1360738988688,1.54681644339321
"Ashuka Patel","female","asian",32,46216,"married",12,"employed",31,"earth",65.0871600173281,1.39052296010397
"Kaitlyn Coffman","female","indigenous",63,62264,"married",16,"employed",4,"earth",107.855391384933,1.6471323483096
"Bryanna Ochoa","female","hispanic",60,62026,"widowed",18,"employed",5,"earth",94.2191548441853,1.56531492906511
"Andrew Lorenzo","male","asian",36,65468,"divorced",20,"employed",26,"earth",101.828545101168,1.7134093307419
"Cyra Bedonie","female","indigenous",61,76232,"married",18,"employed",4,"earth",100.284298429488,1.60170579057693
"Mary Grace Nixon","female","white",22,69482,"single",12,"employed",13,"earth",97.5581929057855,1.58534915743471
"Il Koeuth","male","asian",29,38044,"single",12,"employed",24,"earth",71.1831268492126,1.48867626356089
"Hanaan al-Atallah","female","arabic",53,35719,"married",19,"employed",13,"earth",107.076629557756,1.64245977734653
"Alexandria Herrera","female","indigenous",63,66486,"married",11,"employed",4,"earth",96.9369509063793,1.58162170543828
"Jerrica Dolson","female","indigenous",68,47191,"married",15,"employed",1,"earth",107.37511910082,1.64425071460492
"Michael Peterman","male","asian",36,87699,"married",19,"employed",27,"earth",115.113138060554,1.81082967911073
"Kathy Van Zee","female","asian",36,192187,"single",21,"employed",26,"earth",133.015862373812,1.79809517424287
"Baasim el-Salehi","male","arabic",52,49074,"single",12,"employed",13,"earth",82.3861174273413,1.5708315278005
"Grace Ray","female","white",23,59449,"married",16,"employed",14,"earth",97.0867651192406,1.58252059071544
"Mu'taz al-Demian","male","arabic",51,143804,"single",16,"employed",15,"earth",108.91939419379,1.76540889075446
"Turki al-Hana","male","arabic",49,73647,"married",22,"employed",15,"earth",117.304671965648,1.82690092774808
"Erika Pham","female","other",33,79622,"married",14,"employed",31,"earth",86.8556428691841,1.5211338572151
"Heejae Squier","female","asian",29,82851,"single",17,"employed",24,"earth",121.681454965417,1.7300887297925
"Skyler Meijer","male","white",37,73045,"married",19,"employed",25,"earth",104.625595717821,1.73392103526402
"Alexis Agnew","female","black",46,79820,"divorced",15,"employed",17,"earth",95.8235756568693,1.57494145394122
"Sumayya el-Sayed","female","arabic",53,162800,"divorced",22,"employed",13,"earth",123.053956104226,1.73832373662536
"Andrew Kumar Rao","male","asian",31,89678,"married",19,"employed",29,"earth",109.323642900568,1.76837338127083
"Richard Lawson","male","black",45,72042,"single",12,"employed",17,"earth",92.0206955706913,1.64148510085174
"Rasmi Mcbride","female","asian",27,76243,"single",16,"employed",20,"earth",89.2333229819541,1.53539993789172
"Shelby Horton","female","indigenous",78,33993,"single",10,"employed",78,"earth",79.6189132427837,1.4777134794567
"Todd Gehrke","male","white",22,34346,"married",12,"employed",13,"earth",88.6731420968051,1.61693637537657
"Rodney Moore","male","black",42,41124,"married",12,"employed",18,"earth",92.1323469696766,1.64230387777763
"Yi Sul Melko","female","asian",35,63707,"single",16,"employed",29,"earth",93.7330650304753,1.56239839018285
"Kenisha Nelson","female","black",39,39534,"single",11,"employed",20,"earth",79.3327587407998,1.4759965524448
"Anna Wilson","female","white",19,37650,"divorced",9,"employed",15,"earth",88.0926049929739,1.52855562995784
"Tamika Ware","female","black",42,105043,"married",19,"employed",18,"earth",113.09312640065,1.6785587584039
"Jorden Koch","male","white",37,106981,"married",17,"employed",25,"earth",98.1795650390407,1.68665014361963
"Shakchhi Lee","female","asian",30,53827,"married",12,"employed",26,"earth",87.1305693583943,1.52278341615037
"Georgina Anderson","female","indigenous",73,48170,"married",17,"employed",0,"earth",82.0940793276297,1.49256447596578
"Austin Stephenson","male","white",38,69228,"married",16,"employed",21,"earth",104.607545996369,1.73378867064004
"Radwa al-Matin","female","arabic",52,54417,"married",12,"employed",13,"earth",81.4725883890377,1.48883553033423
"Michelle Cunningham","female","white",37,60031,"married",13,"employed",25,"earth",79.6279376645732,1.47776762598744
"Arielle Stephanic","female","white",24,99445,"single",13,"employed",16,"earth",79.1021722724267,1.47461303363456
"Chiao-Chieh Youdon","male","asian",35,43321,"married",19,"employed",28,"earth",114.321654335407,1.80502546512632
"Austin Candelario","male","asian",27,58489,"single",20,"employed",20,"earth",106.237081964433,1.74573860107251
"Tammy Chen","female","asian",34,89073,"divorced",22,"employed",31,"earth",116.308042454616,1.6978482547277
"Joshua Malamud","male","white",38,80435,"divorced",22,"employed",21,"earth",117.284619111667,1.82675387348556
"Naadir el-Kamali","male","arabic",55,134568,"single",18,"employed",12,"earth",118.775743151931,1.83768878311416
"Meng Lao","female","asian",30,54441,"single",12,"employed",26,"earth",82.482297636014,1.49489378581608
"Nya Reeves","female","black",45,94193,"married",17,"employed",17,"earth",112.238765941741,1.67343259565044
"Maimoona el-Shahan","female","arabic",48,73017,"married",19,"employed",15,"earth",103.145409232294,1.61887245539377
"Tiana Smith","female","black",47,73650,"single",16,"employed",16,"earth",108.978987286542,1.65387392371925
"Maria Richard","female","black",39,56639,"married",12,"employed",19,"earth",89.5337700394313,1.53720262023659
"Randy Tampoebolon","male","asian",33,88036,"single",16,"employed",31,"earth",93.9390214270621,1.65555282379846
"Nicholas Quinonez","male","indigenous",61,166670,"married",20,"employed",4,"earth",117.099021981967,1.82539282786776
"Maria Kim","female","asian",35,75267,"married",20,"employed",28,"earth",104.728833080285,1.62837299848171
"Peter Tan","male","asian",34,55933,"single",10,"employed",30,"earth",86.5312335515187,1.60122904604447
"Isabel Lucero","female","hispanic",58,87163,"divorced",16,"employed",6,"earth",113.019060540951,1.6781143632457
"Zedekiah Adams","male","white",37,126138,"married",21,"employed",25,"earth",114.666885481072,1.80755716019452
"Christopher Gudavalli","male","asian",29,94587,"single",16,"employed",24,"earth",90.1930874275101,1.62808264113507
"Nahla el-Sala","female","arabic",49,39604,"divorced",10,"employed",15,"earth",69.1865048752299,1.41511902925138
"Aurreana Banks","female","black",44,96790,"divorced",13,"employed",17,"earth",102.633524043038,1.61580114425823
"Inaaya el-Mansur","female","arabic",50,77106,"single",16,"employed",15,"earth",103.994056802692,1.62396434081615
"Vaughan Mullen","male","black",40,59899,"married",16,"employed",20,"earth",105.14275150276,1.73771351102024
"Gabriel Grant","male","black",39,182517,"single",22,"employed",20,"earth",99.0319694483188,1.69290110928767
"Nathan Olvey","male","white",25,58910,"single",18,"employed",17,"earth",104.109247853726,1.73013448426066
"Cameron Pradhan","male","asian",33,65882,"married",16,"employed",31,"earth",95.1834402740708,1.66467856200985
"Harmandeep Bradford","female","other",32,51684,"single",12,"employed",31,"earth",75.6647907333189,1.45398874439991
"Jordan Paige","male","black",41,68702,"married",18,"employed",19,"earth",104.327462590294,1.73173472566216
"Johnny Perkins","male","asian",34,72064,"married",18,"employed",30,"earth",111.506242561903,1.78437911212063
"Janel Zulanas IV","female","white",38,49557,"single",16,"employed",21,"earth",99.5569855183103,1.59734191310986
"Shania Dickinson","female","asian",36,67787,"single",16,"employed",26,"earth",84.3971275826787,1.50638276549607
"Mujaahida el-Bagheri","female","arabic",50,43762,"single",8,"employed",15,"earth",76.830518748917,1.4609831124935
"Elias Lang","male","indigenous",66,141619,"married",15,"employed",2,"earth",98.7817230818949,1.69106596926723
"Iniece Means","female","black",39,105858,"married",21,"employed",19,"earth",116.145604086266,1.6968736245176
"Vaniesha Daniels  II","female","black",39,152561,"married",18,"employed",20,"earth",110.292087010716,1.66175252206429
"Jacob Mcculloch","male","white",38,37295,"married",10,"employed",21,"earth",78.4355978227778,1.54186105070037
"Rasheed Daniels","male","black",47,73785,"married",16,"employed",16,"earth",108.514190229798,1.76243739501852
"Lubna el-Habeeb","female","arabic",49,40894,"single",12,"employed",15,"earth",81.9106771415462,1.49146406284928
"Daley Murray","female","asian",29,57843,"divorced",13,"employed",24,"earth",99.04494577736,1.59426967466416
"Destinee Venable","female","white",37,34454,"single",9,"employed",25,"earth",78.9339441712805,1.47360366502768
"Pernell Lee","male","black",41,358318,"single",24,"employed",18,"earth",134.05762785292,1.94975593758808
"Joshua Kazee","male","indigenous",78,50328,"married",16,"employed",78,"earth",91.2518650032327,1.63584701002371
"Inikpi Kuykendoll","female","black",44,106640,"married",22,"employed",17,"earth",119.694230884677,1.71816538530806
"Cody Haney","male","white",38,58471,"single",12,"employed",21,"earth",78.8098928550488,1.54460588093702
"Jakeeh Domena","male","black",44,107523,"single",18,"employed",18,"earth",120.923869889231,1.85344171252103
"Myranda Garcia","female","hispanic",59,55369,"married",19,"employed",6,"earth",98.1739980196766,1.58904398811806
"Nathaniel Swenson","male","white",21,40941,"single",12,"employed",17,"earth",92.8903784687643,1.64786277543761
"Anastasia Terry","female","other",35,73960,"single",19,"employed",29,"earth",107.099818321951,1.64259890993171
"Jared Griffith","male","white",19,43357,"single",12,"employed",15,"earth",83.9448716459927,1.58226239207061
"Marina Sperry","female","asian",28,57342,"single",18,"employed",22,"earth",103.874304038954,1.62324582423372
"Tyrone Cooley","male","black",44,128688,"married",22,"employed",18,"earth",118.051884779968,1.83238048838643
"Vayle Madsen","male","white",37,30219,"married",10,"employed",25,"earth",87.4483911327954,1.60795486830717
"Daniel Goodrich","male","asian",30,29808,"married",11,"employed",26,"earth",84.8163205129133,1.5886530170947
"Kristian Ventura","male","asian",27,46318,"single",19,"employed",21,"earth",116.7524560651,1.8228513444774
"Qais el-Mussa","male","arabic",55,151164,"married",22,"employed",11,"earth",125.109287995505,1.8841347786337
"J'Kahra Gee","female","black",46,89462,"married",15,"employed",16,"earth",87.1069264735208,1.52264155884112
"Stephanie Lor","female","asian",33,74301,"married",18,"employed",32,"earth",109.601288636271,1.65760773181762
"Sheanne Xiong","female","asian",35,81513,"married",19,"employed",29,"earth",119.646983241075,1.71788189944645
"Kelsey Hills","female","white",22,73178,"single",12,"employed",13,"earth",84.8959563559033,1.50937573813542
"Tika Io","female","asian",36,54943,"single",12,"employed",27,"earth",79.2407296241227,1.47544437774474
"Tyler Caskey","male","white",38,118343,"married",21,"employed",21,"earth",124.161437723692,1.87718387664041
"Ma,Roof el-Shaban","male","arabic",52,161454,"single",18,"employed",13,"earth",122.381373050099,1.86413006903406
"Rebecca Valles","female","hispanic",58,73098,"married",12,"employed",6,"earth",88.6324182616521,1.53179450956991
"Ruasha Kinanee","female","black",41,60302,"divorced",14,"employed",18,"earth",101.48584275501,1.60891505653006
"Sara Wommack","female","indigenous",70,56296,"married",15,"employed",1,"earth",84.4203630083441,1.50652217805006
"Idrees el-Soliman","male","arabic",55,111934,"married",23,"employed",12,"earth",128.727744068812,1.91067012317128
"Nutthavasa Aofia","female","asian",32,45006,"married",14,"employed",31,"earth",114.604830306548,1.68762898183929
"Jeremy Cordova","male","white",38,131716,"married",22,"employed",21,"earth",124.245510789415,1.87780041245571
"Riley Roberts","nonbinary","white",22,93015,"single",16,"employed",13,"earth",96.6388962904032,1.57983337774242
"Devon Taylor","male","black",42,56246,"married",12,"employed",18,"earth",93.3530328338074,1.65125557411459
"Jehan Pelletier","female","asian",35,111584,"married",16,"employed",29,"earth",97.0818083736817,1.58249085024209
"Kea Lang","female","asian",29,190710,"single",22,"employed",24,"earth",126.187794348107,1.75712676608864
"Lauren Walters","female","white",23,64273,"single",8,"employed",14,"earth",83.1691251727619,1.49901475103657
"Taamira el-Jaffer","female","arabic",48,54650,"single",12,"employed",15,"earth",96.1260623999592,1.57675637439976
"Tammy Chen","female","other",35,51868,"single",18,"employed",29,"earth",103.465701224749,1.62079420734849
"Daniel Durbin","male","asian",29,42834,"single",11,"employed",24,"earth",82.0850770395036,1.56862389828969
"Lonnie Trujillo","male","black",43,61574,"married",23,"employed",18,"earth",116.786949944506,1.82310429959305
"Anabelle Li","female","asian",31,90001,"single",22,"employed",29,"earth",127.929195798086,1.76757517478851
"Adam Van","male","asian",30,65737,"married",14,"employed",26,"earth",92.6771456677483,1.64629906823015
"Khaleela al-Shaheed","other","arabic",56,80175,"divorced",16,"employed",10,"earth",106.154644656763,1.63692786794058
"Joshua Martin","male","black",43,46441,"married",12,"employed",18,"earth",95.9492519004425,1.67029451393658
"Matthew Smiley","male","white",21,65869,"single",12,"employed",6,"earth",95.3518275513785,1.66591340204344
"Darion Said","male","black",41,54134,"married",12,"employed",19,"earth",94.0037301991225,1.65602735479357
"Alondra Torres Jr","female","hispanic",59,58500,"divorced",14,"employed",5,"earth",84.3085382711222,1.50585122962673
"Abeer el-Farag","female","arabic",53,91559,"married",21,"employed",12,"earth",113.672544184874,1.68203526510925
"Kristy Hall","female","white",22,52261,"single",9,"employed",13,"earth",75.2405957041608,1.45144357422496
"Lucas Bofenkamp","male","white",26,119504,"single",18,"employed",19,"earth",114.948452510314,1.80962198507563
"Amanda Witter","female","asian",34,42839,"single",16,"employed",31,"earth",88.2285288538432,1.52937117312306
"Daley Mark","female","asian",31,95469,"single",22,"employed",28,"earth",117.226174044414,1.70335704426648
"Sajaa el-Yusuf","female","arabic",56,67885,"married",18,"employed",10,"earth",122.189020497779,1.73313412298668
"Julia Lewis-Wilde","female","indigenous",79,305899,"married",20,"employed",79,"earth",116.630577462957,1.69978346477774
"Cassondra Parmiter","female","indigenous",66,75406,"married",9,"employed",2,"earth",78.8464378326037,1.47307862699562
"Harry Thomas","male","black",43,59708,"married",14,"employed",18,"earth",100.532876842817,1.70390776351399
"Robert Nguyen","male","asian",36,37943,"single",12,"employed",27,"earth",79.8224605438926,1.55203137732188
"Rachel Vang","female","asian",36,71057,"single",16,"employed",27,"earth",87.2517724867852,1.52351063492071
"Michayla Popovich","female","white",37,97481,"married",22,"employed",25,"earth",117.837672722894,1.70702603633736
"Tyrone Moseley","male","black",47,78794,"married",23,"employed",16,"earth",125.840869279069,1.88949970804651
"Stephen Ervin","male","black",40,50828,"divorced",12,"employed",20,"earth",88.7327949448302,1.61737382959542
"Marcus Penoyer","male","white",26,33391,"married",12,"employed",18,"earth",75.6771601066991,1.52163250744913
"John Li","male","asian",28,98872,"single",22,"employed",22,"earth",110.445893817637,1.77660322132933
"Richard Fernandez","male","indigenous",77,48429,"married",14,"employed",77,"earth",91.0153100794545,1.634112273916
"Sekita Buckner","female","black",44,37312,"widowed",13,"employed",18,"earth",78.7702652311187,1.47262159138671
"Josiah Nguyen","male","asian",29,174296,"single",22,"employed",24,"earth",112.735045956047,1.79339033701101
"Chamaray Jackson","male","black",48,150276,"married",16,"employed",16,"earth",99.9249613565069,1.69944971661438
"Darren Doh","male","black",42,46473,"married",11,"employed",19,"earth",85.638665430603,1.59468354649109
"Layla Williams","female","white",22,117311,"married",16,"employed",13,"earth",117.077446457939,1.70246467874763
"Kathleen Myong","female","asian",35,79861,"married",12,"employed",29,"earth",78.3180589268898,1.46990835356134
"Elesebeth Ingalls","female","white",23,117604,"married",14,"employed",14,"earth",94.4072743836326,1.5664436463018
"Min Tran","female","asian",28,79251,"single",20,"employed",22,"earth",85.5516990684197,1.51331019441052
"Nishika Berrier","female","asian",35,50340,"single",17,"employed",29,"earth",108.272916873012,1.64963750123807
"Jonina Kaufmann","female","white",25,44913,"single",12,"employed",17,"earth",89.8941312259974,1.53936478735598
"Elizabeth Kolanek","female","white",37,115792,"married",20,"employed",25,"earth",106.486610253656,1.63891966152193
"Tekeya Crossley","female","black",40,53136,"single",14,"employed",19,"earth",100.17577206787,1.60105463240722
"Jordyn Andrew Thompson","male","indigenous",69,80274,"divorced",22,"employed",1,"earth",108.987135032126,1.76590565690226
"Kevin I","male","black",42,54835,"married",10,"employed",18,"earth",88.3004078655354,1.61420299101393
"Dhaahir el-Diab","male","arabic",50,47906,"married",16,"employed",15,"earth",85.0705798754936,1.59051758575362
"Kulthum al-Sesay","female","other",53,67014,"married",14,"employed",12,"earth",102.429549578263,1.61457729746958
"Richard Key","male","asian",36,60456,"single",22,"employed",27,"earth",127.207744657207,1.89952346081952
"Desiree Bartin","female","black",39,66819,"single",18,"employed",20,"earth",106.610024710762,1.63966014826457
"Devante Metcalf-Small","male","black",45,109821,"single",18,"employed",18,"earth",116.918017049219,1.82406545836094
"Torrie Israelsen","female","white",20,45117,"single",12,"employed",16,"earth",82.0275632775853,1.49216537966551
"Abdul Rauf el-Yousif","male","arabic",55,127531,"married",17,"employed",12,"earth",87.8449460908986,1.61086293799992
"Raymond Gomez","male","black",43,56600,"married",12,"employed",18,"earth",82.1597707061867,1.56917165184537
"Sukaina el-Saber","female","arabic",53,42372,"single",11,"employed",13,"earth",74.2646264726646,1.44558775883599
"Adam Reneau","nonbinary","white",23,45910,"divorced",12,"employed",14,"earth",83.405176022253,1.50043105613352
"Ibrahim el-Abdalla","male","arabic",54,118561,"divorced",17,"employed",12,"earth",113.83248944598,1.80143825593719
"Daniel Navarrete","male","white",25,39197,"single",18,"employed",17,"earth",106.635117249822,1.7486575264987
"Brian Fahrenbrink","male","asian",31,119826,"married",19,"employed",28,"earth",98.5421081499588,1.6893087930997
"Lahana Apodaca","female","indigenous",65,75995,"married",21,"employed",2,"earth",119.22332386888,1.71533994321328
"Lino Edwards","male","black",43,48890,"married",12,"employed",18,"earth",81.6160301435569,1.56518422105275
"Isaac Parks","male","black",42,223549,"married",16,"employed",18,"earth",87.9028893390073,1.61128785515272
"Abeer el-Hussein","nonbinary","arabic",54,111493,"divorced",16,"employed",12,"earth",94.5994611190552,1.56759676671433
"Jordan Miller","female","white",23,40722,"single",12,"employed",14,"earth",83.5665428355918,1.50139925701355
"Min Jeong","female","asian",33,46784,"married",12,"employed",31,"earth",84.344636694414,1.50606782016648
"Naazim al-Hameed","male","arabic",53,69864,"married",17,"employed",13,"earth",105.162046518601,1.73785500780308
"Deangelo Brave","male","indigenous",63,55470,"married",11,"employed",4,"earth",102.168846001711,1.71590487067921
"Aaron Shoeboot","male","black",44,74615,"married",21,"employed",18,"earth",109.294097517927,1.76815671513147
"Monica Mayber","female","white",25,56440,"married",9,"employed",17,"earth",84.0624377885429,1.50437462673126
"Alexander Schindler","male","asian",28,61215,"married",11,"employed",22,"earth",75.1276676359725,1.51760289599713
"Kaemon Grier","male","black",44,76022,"divorced",16,"employed",18,"earth",99.0281244146691,1.69287291237424
"Aaron Gilder","male","other",41,42766,"married",10,"employed",19,"earth",85.732304058302,1.59537022976088
"Olivia Light Bosquez","female","indigenous",62,103668,"divorced",17,"employed",4,"earth",101.763486016508,1.61058091609905
"Clara Sheng","female","asian",33,87828,"divorced",18,"employed",31,"earth",106.333853283113,1.63800311969868
"Tamerik Bates","male","black",44,64729,"married",22,"employed",18,"earth",127.888244979421,1.90451379651575
"Elyse Lu","female","asian",29,62348,"married",16,"employed",24,"earth",106.179260368658,1.63707556221195
"Hannah Rohilla","female","asian",36,136358,"married",22,"employed",26,"earth",116.645016190907,1.69987009714544
"Ethan Mayo","male","black",41,146279,"married",19,"employed",19,"earth",116.055781139093,1.81774239502001
"Dominique Graham","male","asian",35,31433,"single",14,"employed",29,"earth",92.1461647141977,1.64240520790412
"Amanda John","female","indigenous",65,140197,"divorced",17,"employed",2,"earth",93.8230412706133,1.56293824762368
"Shawnia Farley","female","indigenous",64,111864,"married",16,"employed",3,"earth",84.6817738851793,1.50809064331108
"Megumi Rezaie-Khodabandelou","female","asian",30,125922,"married",18,"employed",26,"earth",106.953049135899,1.6417182948154
"Jd Pinelle","male","indigenous",75,181042,"single",19,"employed",0,"earth",108.990293967057,1.76592882242508
"Marcus Drake","nonbinary","indigenous",75,65796,"single",13,"employed",0,"earth",87.0311569803596,1.52218694188216
"Ismad el-Salame","male","arabic",56,53574,"married",12,"employed",10,"earth",85.9289371258309,1.59681220558943
"Khaleefa el-Mir","male","arabic",53,40702,"married",12,"employed",13,"earth",89.7639030724752,1.62493528919815
"Jonathan Barksdale","male","indigenous",60,101283,"married",17,"employed",5,"earth",116.962087890852,1.82438864453291
"Anne Xiong","female","asian",27,113191,"single",16,"employed",20,"earth",95.7248666854068,1.57434920011244
"Daif al-Abu","male","arabic",50,178206,"married",18,"employed",15,"earth",103.775129301863,1.72768428154699
"Brett Romero","male","white",25,75710,"single",16,"employed",17,"earth",97.3538838089442,1.68059514793226
"Jeran Esposito","female","white",24,65197,"single",13,"employed",15,"earth",93.4598130109661,1.5607588780658
"Aaron Husayni","male","other",34,102452,"married",18,"employed",31,"earth",100.212284956935,1.70155675635086
"Ryan Barton","male","white",26,124477,"single",19,"employed",18,"earth",116.965484813304,1.82441355529756
"Darrell Martin","male","black",45,107254,"married",17,"employed",18,"earth",112.658057861957,1.79282575765435
"Hallie Wallace","female","black",39,75866,"single",20,"employed",20,"earth",121.919187089656,1.73151512253794
"Ivy Chi","female","asian",34,69315,"married",17,"employed",30,"earth",114.371960696066,1.68623176417639
"Ishaaq el-Jaffer","male","arabic",50,75022,"divorced",12,"employed",14,"earth",82.7632550002424,1.57359720333511
"Hamad al-Hakim","male","arabic",54,104489,"married",18,"employed",12,"earth",130.083843870819,1.92061485505267
"Richard Macqueen","male","white",26,216761,"married",16,"employed",18,"earth",95.750403096067,1.66883628937116
"Yeng Salle II","male","asian",30,34846,"single",11,"employed",26,"earth",77.8202651273231,1.5373486109337
"Alisha Huey","female","other",39,81254,"married",18,"employed",20,"earth",112.8351183609,1.6770107101654
"Asia Cardenas","female","black",45,100103,"divorced",18,"employed",17,"earth",111.522656084438,1.66913593650663
"Nicole Tulley","female","white",26,56555,"divorced",16,"employed",18,"earth",88.2899470590363,1.52973968235422
"Franciszek Chaffin","male","indigenous",65,54086,"married",16,"employed",2,"earth",100.441840899788,1.70324016659845
"Jacob Bonner","male","other",37,208956,"single",22,"employed",25,"earth",143.894982397735,2.02189653758339
"Kaleb Janezich","male","white",24,79047,"married",17,"employed",15,"earth",111.671872213565,1.78559372956615
"Jaad al-Shehata","male","other",52,68459,"married",12,"employed",13,"earth",82.3345792433948,1.57045358111823
"Aminadab Lucero","female","hispanic",57,53133,"single",12,"employed",7,"earth",81.022770518138,1.48613662310883
"Brenda Chotinun","nonbinary","asian",33,61853,"single",19,"employed",31,"earth",107.759769082122,1.64655861449273
"Cody Ullman","male","white",25,85646,"married",15,"employed",17,"earth",93.3742437107443,1.65141112054546
"Jarred Scarantino","male","other",29,87615,"married",16,"employed",24,"earth",101.82849777821,1.71340898370687
"Morgan Johnson","nonbinary","white",20,93391,"single",12,"employed",5,"earth",87.8034389013107,1.52682063340786
"Ghaazi al-Baig","male","other",54,70715,"married",18,"employed",12,"earth",102.141697364522,1.71570578067316
"Abigail Thompson","female","white",38,40162,"single",13,"employed",21,"earth",72.1116417887112,1.43266985073227
"Skyler Gullion","male","white",37,51529,"single",17,"employed",25,"earth",96.7578080937233,1.67622392602064
"Ronald Gauna","male","hispanic",59,61416,"married",18,"employed",6,"earth",110.565240454931,1.77747843000283
"Muammar el-Hatem","male","arabic",51,57436,"single",15,"employed",14,"earth",79.6294066328603,1.55061564864098
"Brytani Elmore","female","black",48,96178,"married",13,"employed",16,"earth",89.9907475493892,1.53994448529634
"Kaitlyn Morales","female","indigenous",68,63238,"married",12,"employed",1,"earth",86.2953463397304,1.51777207803838
"Naima Lee","female","asian",33,172444,"single",23,"employed",31,"earth",143.238744233702,1.85943246540221
"Stephanie Tran","female","asian",30,66474,"single",13,"employed",26,"earth",86.3245913469885,1.51794754808193
"Jose Barry","male","hispanic",58,71285,"single",12,"employed",6,"earth",82.6612902356954,1.57284946172843
"Isaiha Zollar","male","black",40,78354,"married",12,"employed",19,"earth",81.8427861311041,1.56684709829476
"Andrew Sweeney","male","white",37,37577,"single",12,"employed",25,"earth",77.3402990804418,1.53382885992324
"Andrew Zheng","male","asian",32,56963,"married",19,"employed",31,"earth",103.384665262854,1.72482087859426
"Souphakone Fisco Jr","male","asian",28,63012,"single",17,"employed",22,"earth",105.973211798903,1.74380355319196
"Mitchell Hiserodt","male","white",26,67087,"married",16,"employed",18,"earth",100.87349566845,1.70640563490197
"Thurman White","male","black",39,75567,"widowed",16,"employed",20,"earth",90.1665044384101,1.62788769921501
"Joseph Sandoval","male","asian",36,53652,"married",16,"employed",27,"earth",88.0491986034441,1.61236078975859
"Kayla Linderman","female","white",23,38271,"single",11,"employed",14,"earth",92.3393597357596,1.55403615841456
"Tamara Solarin","other","black",44,86917,"single",20,"employed",17,"earth",115.588608956839,1.69353165374104
"Naasiruddeen al-Dajani","male","arabic",53,35660,"married",10,"employed",13,"earth",79.4410329897995,1.5492342419252
"Mu,Aawiya al-Din","male","arabic",52,31349,"married",10,"employed",13,"earth",97.8860767832695,1.68449789641064
"Briana Billingsley","other","black",39,93309,"married",11,"employed",20,"earth",85.6504139173112,1.51390248350387
"Erica Nghiem","female","asian",36,49080,"married",13,"employed",27,"earth",74.226233635926,1.44535740181556
"Denman Spence","male","other",26,58805,"married",12,"employed",18,"earth",85.2851881252898,1.59209137958546
"Callie Majid","female","asian",31,247872,"single",22,"employed",28,"earth",131.019531565092,1.78611718939055
"Ana Martinez","female","hispanic",60,24973,"married",10,"employed",5,"earth",72.16954626843,1.43301727761058
"Asad al-Matin","male","arabic",54,71382,"widowed",21,"employed",12,"earth",114.903560540034,1.80929277729359
